code,full_text
40D99,"Class: Sequences, series, summability Subclass: Direct theorems on summability Subsubclass: None of the above, but in this section"
40Exx,"Class: Sequences, series, summability Subclass: Inversion theorems"
40E05,"Class: Sequences, series, summability Subclass: Inversion theorems Subsubclass: Tauberian theorems"
40E10,"Class: Sequences, series, summability Subclass: Inversion theorems Subsubclass: Growth estimates"
40E15,"Class: Sequences, series, summability Subclass: Inversion theorems Subsubclass: Lacunary inversion theorems"
40E20,"Class: Sequences, series, summability Subclass: Inversion theorems Subsubclass: Tauberian constants"
40E99,"Class: Sequences, series, summability Subclass: Inversion theorems Subsubclass: None of the above, but in this section"
40Fxx,"Class: Sequences, series, summability Subclass: Absolute and strong summability"
40F05,"Class: Sequences, series, summability Subclass: Absolute and strong summability Subsubclass: Absolute and strong summability"
40F99,"Class: Sequences, series, summability Subclass: Absolute and strong summability Subsubclass: None of the above, but in this section"
40Gxx,"Class: Sequences, series, summability Subclass: Special methods of summability"
40G05,"Class: Sequences, series, summability Subclass: Special methods of summability Subsubclass: Cesaro, Euler, N¨orlund and Hausdorff methods"
40G10,"Class: Sequences, series, summability Subclass: Special methods of summability Subsubclass: Abel, Borel and power series methods"
40G15,"Class: Sequences, series, summability Subclass: Special methods of summability Subsubclass: Summability methods using statistical convergence"
40G99,"Class: Sequences, series, summability Subclass: Special methods of summability Subsubclass: None of the above, but in this section"
40Hxx,"Class: Sequences, series, summability Subclass: Functional analytic methods in summability"
40H05,"Class: Sequences, series, summability Subclass: Functional analytic methods in summability Subsubclass: Functional analytic methods in summability"
40H99,"Class: Sequences, series, summability Subclass: Functional analytic methods in summability Subsubclass: None of the above, but in this section"
40Jxx,"Class: Sequences, series, summability Subclass: Summability in abstract structures"
40J05,"Class: Sequences, series, summability Subclass: Summability in abstract structures Subsubclass: Summability in abstract structures"
40J99,"Class: Sequences, series, summability Subclass: Summability in abstract structures Subsubclass: None of the above, but in this section"
41-XX,Class: Approximations and expansions
41-00,"Class: Approximations and expansions Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to approximations and expansions"
41-01,"Class: Approximations and expansions Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to approximations and expansions"
41-02,"Class: Approximations and expansions Subclass: Research exposition (monographs, survey articles) pertaining to approximations and expansions"
41-03,Class: Approximations and expansions Subclass: History of approximations and expansions
41-04,"Class: Approximations and expansions Subclass: Software, source code, etc. for problems pertaining to approximations and expansions"
41-06,"Class: Approximations and expansions Subclass: Proceedings, conferences, collections, etc. pertaining to approximations and expansions"
41-11,Class: Approximations and expansions Subclass: Research data for problems pertaining to approximations and expansions
41Axx,Class: Approximations and expansions Subclass: Approximations and expansions
41A05,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Interpolation in approximation theory
41A10,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation by polynomials
41A15,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Spline approximation
41A17,"Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Inequalities in approximation (Bernstein, Jackson, Nikol’ski˘ı-type inequalities)"
41A20,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation by rational functions
41A21,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Pade approximation
41A25,"Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Rate of convergence, degree of approximation"
41A27,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Inverse theorems in approximation theory
41A28,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Simultaneous approximation
41A29,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation with constraints
41A30,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation by other special function classes
41A35,"Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation by operators (in particular, by integral operators)"
41A36,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation by positive operators
41A40,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Saturation in approximation theory
41A44,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Best constants in approximation theory
41A45,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation by arbitrary linear expressions
41A46,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximation by arbitrary nonlinear expressions; widths and entropy
41A50,"Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Best approximation, Chebyshev systems"
41A52,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Uniqueness of best approximation
41A55,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Approximate quadratures
41A58,"Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Series expansions (e.g., Taylor, Lidstone series, but not Fourier series)"
41A60,"Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Asymptotic approximations, asymptotic expansions (steepest descent, etc.)"
41A63,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Multidimensional problems
41A65,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Abstract approximation theory (approximation in normed linear spaces and other abstract spaces)
41A80,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Remainders in approximation formulas
41A81,Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: Weighted approximation
41A99,"Class: Approximations and expansions Subclass: Approximations and expansions Subsubclass: None of the above, but in this section"
42-XX,Class: Harmonic analysis on Euclidean spaces
42-00,"Class: Harmonic analysis on Euclidean spaces Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to harmonic analysis on Euclidean spaces"
42-01,"Class: Harmonic analysis on Euclidean spaces Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to harmonic analysis on Euclidean spaces"
42-02,"Class: Harmonic analysis on Euclidean spaces Subclass: Research exposition (monographs, survey articles) pertaining to harmonic analysis on Euclidean spaces"
42-03,Class: Harmonic analysis on Euclidean spaces Subclass: History of harmonic analysis on Euclidean spaces
42-04,"Class: Harmonic analysis on Euclidean spaces Subclass: Software, source code, etc. for problems pertaining to harmonic analysis on Euclidean spaces"
42-06,"Class: Harmonic analysis on Euclidean spaces Subclass: Proceedings, conferences, collections, etc. pertaining to harmonic analysis on Euclidean spaces"
42-08,Class: Harmonic analysis on Euclidean spaces Subclass: Computational methods for problems pertaining to harmonic analysis on Euclidean spaces
42-11,Class: Harmonic analysis on Euclidean spaces Subclass: Research data for problems pertaining to harmonic analysis on Euclidean spaces
42Axx,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable
42A05,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Trigonometric polynomials, inequalities, extremal problems"
42A10,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Trigonometric approximation
42A15,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Trigonometric interpolation
42A16,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Fourier coefficients, Fourier series of functions with special properties, special Fourier series"
42A20,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Convergence and absolute convergence of Fourier and trigonometric series
42A24,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Summability and absolute summability of Fourier and trigonometric series
42A32,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Trigonometric series of special types (positive coefficients, monotonic coefficients, etc.)"
42A38,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Fourier and Fourier-Stieltjes transforms and other transforms of Fourier type
42A45,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Multipliers in one variable harmonic analysis
42A50,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Conjugate functions, conjugate series, singular integrals"
42A55,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Lacunary series of trigonometric and other functions; Riesz products
42A61,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Probabilistic methods for one variable harmonic analysis
42A63,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Uniqueness of trigonometric expansions, uniqueness of Fourier expansions, Riemann theory, localization"
42A65,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Completeness of sets of functions in one variable harmonic analysis
42A70,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Trigonometric moment problems in one variable harmonic analysis
42A75,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Classical almost periodic functions, mean periodic functions"
42A82,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Positive definite functions in one variable harmonic analysis
42A85,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: Convolution, factorization for one variable harmonic analysis"
42A99,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in one variable Subsubclass: None of the above, but in this section"
42Bxx,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables
42B05,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Fourier series and coefficients in several variables
42B08,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Summability in several variables
42B10,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Fourier and Fourier-Stieltjes transforms and other transforms of Fourier type
42B15,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Multipliers for harmonic analysis in several variables
42B20,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Singular and oscillatory integrals (Calderon-Zygmund, etc.)"
42B25,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Maximal functions, Littlewood-Paley theory"
42B30,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Hp-spaces
42B35,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Function spaces arising in harmonic analysis
42B37,Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: Harmonic analysis and PDEs
42B99,"Class: Harmonic analysis on Euclidean spaces Subclass: Harmonic analysis in several variables Subsubclass: None of the above, but in this section"
42Cxx,Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis
42C05,"Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: Orthogonal functions and polynomials, general theory of nontrigonometric harmonic analysis"
42C10,"Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: Fourier series in special orthogonal functions (Legendre polynomials, Walsh functions, etc.)"
42C15,"Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: General harmonic expansions, frames"
42C20,Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: Other transformations of harmonic type
42C25,Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: Uniqueness and localization for orthogonal series
42C30,Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: Completeness of sets of functions in nontrigonometric harmonic analysis
42C40,Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: Nontrigonometric harmonic analysis involving wavelets and other special systems
42C99,"Class: Harmonic analysis on Euclidean spaces Subclass: Nontrigonometric harmonic analysis Subsubclass: None of the above, but in this section"
43-XX,Class: Abstract harmonic analysis
43-00,"Class: Abstract harmonic analysis Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to abstract harmonic analysis"
43-01,"Class: Abstract harmonic analysis Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to abstract harmonic analysis"
43-02,"Class: Abstract harmonic analysis Subclass: Research exposition (monographs, survey articles) pertaining to abstract harmonic analysis"
43-03,Class: Abstract harmonic analysis Subclass: History of abstract harmonic analysis
43-04,"Class: Abstract harmonic analysis Subclass: Software, source code, etc. for problems pertaining to abstract harmonic analysis"
43-06,"Class: Abstract harmonic analysis Subclass: Proceedings, conferences, collections, etc. pertaining to abstract harmonic analysis"
43-08,Class: Abstract harmonic analysis Subclass: Computational methods for problems pertaining to abstract harmonic analysis
43-11,Class: Abstract harmonic analysis Subclass: Research data for problems pertaining to abstract harmonic analysis
43Axx,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis
43A05,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Measures on groups and semigroups, etc."
43A07,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Means on groups, semigroups, etc.; amenable groups"
43A10,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Measure algebras on groups, semigroups, etc."
43A15,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Lp-spaces and other function spaces on groups, semigroups, etc."
43A17,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Analysis on ordered groups, H p-theory"
43A20,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: L1-algebras on groups, semigroups, etc."
43A22,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Homomorphisms and multipliers of function spaces on groups, semigroups, etc."
43A25,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Fourier and Fourier-Stieltjes transforms on locally compact and other abelian groups
43A30,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Fourier and Fourier-Stieltjes transforms on nonabelian groups and on semigroups, etc."
43A32,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Other transforms and operators of Fourier type
43A35,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Positive definite functions on groups, semigroups, etc."
43A40,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Character groups and dual objects
43A45,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Spectral synthesis on groups, semigroups, etc."
43A46,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Special sets (thin sets, Kronecker sets, Helson sets, Ditkin sets, Sidon sets, etc.)"
43A50,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Convergence of Fourier series and of inverse transforms
43A55,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Summability methods on groups, semigroups, etc."
43A60,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Almost periodic functions on groups and semigroups and their generalizations (recurrent functions, distal functions, etc.); almost automorphic functions"
43A62,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Harmonic analysis on hypergroups
43A65,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Representations of groups, semigroups, etc. (aspects of abstract harmonic analysis)"
43A70,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Analysis on specific locally compact and other abelian groups
43A75,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Harmonic analysis on specific compact groups
43A77,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Harmonic analysis on general compact groups
43A80,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Analysis on other specific Lie groups
43A85,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Harmonic analysis on homogeneous spaces
43A90,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Harmonic analysis and spherical functions
43A95,Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: Categorical methods for abstract harmonic analysis
43A99,"Class: Abstract harmonic analysis Subclass: Abstract harmonic analysis Subsubclass: None of the above, but in this section"
44-XX,"Class: Integral transforms, operational calculus"
44-00,"Class: Integral transforms, operational calculus Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to integral transforms"
44-01,"Class: Integral transforms, operational calculus Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to integral transforms"
44-02,"Class: Integral transforms, operational calculus Subclass: Research exposition (monographs, survey articles) pertaining to integral transforms"
44-03,"Class: Integral transforms, operational calculus Subclass: History of integral transforms"
44-04,"Class: Integral transforms, operational calculus Subclass: Software, source code, etc. for problems pertaining to integral transforms"
44-06,"Class: Integral transforms, operational calculus Subclass: Proceedings, conferences, collections, etc. pertaining to integral transforms"
44-11,"Class: Integral transforms, operational calculus Subclass: Research data for problems pertaining to integral transforms"
44Axx,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus"
44A05,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: General integral transforms"
44A10,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Laplace transform"
44A12,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Radon transform"
44A15,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Special integral transforms (Legendre, Hilbert, etc.)"
44A20,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Integral transforms of special functions"
44A30,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Multiple integral transforms"
44A35,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Convolution as an integral transform"
44A40,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Calculus of Mikusinski and other operational calculi"
44A45,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Classical operational calculus"
44A55,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Discrete operational calculus"
44A60,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: Moment problems"
44A99,"Class: Integral transforms, operational calculus Subclass: Integral transforms, operational calculus Subsubclass: None of the above, but in this section"
45-XX,Class: Integral equations
45-00,"Class: Integral equations Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to integral equations"
45-01,"Class: Integral equations Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to integral equations"
45-02,"Class: Integral equations Subclass: Research exposition (monographs, survey articles) pertaining to integral equations"
45-03,Class: Integral equations Subclass: History of integral equations
45-04,"Class: Integral equations Subclass: Software, source code, etc. for problems pertaining to integral equations"
45-06,"Class: Integral equations Subclass: Proceedings, conferences, collections, etc. pertaining to integral equations"
45-11,Class: Integral equations Subclass: Research data for problems pertaining to integral equations
45Axx,Class: Integral equations Subclass: Linear integral equations
45A05,Class: Integral equations Subclass: Linear integral equations Subsubclass: Linear integral equations
45A99,"Class: Integral equations Subclass: Linear integral equations Subsubclass: None of the above, but in this section"
45Bxx,Class: Integral equations Subclass: Fredholm integral equations
45B05,Class: Integral equations Subclass: Fredholm integral equations Subsubclass: Fredholm integral equations
45B99,"Class: Integral equations Subclass: Fredholm integral equations Subsubclass: None of the above, but in this section"
45Cxx,Class: Integral equations Subclass: Eigenvalue problems for integral equations
45C05,Class: Integral equations Subclass: Eigenvalue problems for integral equations Subsubclass: Eigenvalue problems for integral equations
45C99,"Class: Integral equations Subclass: Eigenvalue problems for integral equations Subsubclass: None of the above, but in this section"
45Dxx,Class: Integral equations Subclass: Volterra integral equations
45D05,Class: Integral equations Subclass: Volterra integral equations Subsubclass: Volterra integral equations
45D99,"Class: Integral equations Subclass: Volterra integral equations Subsubclass: None of the above, but in this section"
45Exx,Class: Integral equations Subclass: Singular integral equations
45E05,Class: Integral equations Subclass: Singular integral equations Subsubclass: Integral equations with kernels of Cauchy type
45E10,"Class: Integral equations Subclass: Singular integral equations Subsubclass: Integral equations of the convolution type (Abel, Picard, Toeplitz and Wiener-Hopf type)"
45E99,"Class: Integral equations Subclass: Singular integral equations Subsubclass: None of the above, but in this section"
45Fxx,Class: Integral equations Subclass: Systems of linear integral equations
45F05,Class: Integral equations Subclass: Systems of linear integral equations Subsubclass: Systems of nonsingular linear integral equations
45F10,"Class: Integral equations Subclass: Systems of linear integral equations Subsubclass: Dual, triple, etc., integral and series equations"
45F15,Class: Integral equations Subclass: Systems of linear integral equations Subsubclass: Systems of singular linear integral equations
45F99,"Class: Integral equations Subclass: Systems of linear integral equations Subsubclass: None of the above, but in this section"
45Gxx,Class: Integral equations Subclass: Nonlinear integral equations
45G05,Class: Integral equations Subclass: Nonlinear integral equations Subsubclass: Singular nonlinear integral equations
45G10,Class: Integral equations Subclass: Nonlinear integral equations Subsubclass: Other nonlinear integral equations
45G15,Class: Integral equations Subclass: Nonlinear integral equations Subsubclass: Systems of nonlinear integral equations
45G99,"Class: Integral equations Subclass: Nonlinear integral equations Subsubclass: None of the above, but in this section"
45Hxx,Class: Integral equations Subclass: Integral equations with miscellaneous special kernels
45H05,Class: Integral equations Subclass: Integral equations with miscellaneous special kernels Subsubclass: Integral equations with miscellaneous special kernels
45H99,"Class: Integral equations Subclass: Integral equations with miscellaneous special kernels Subsubclass: None of the above, but in this section"
45Jxx,Class: Integral equations Subclass: Integro-ordinary differential equations
45J05,Class: Integral equations Subclass: Integro-ordinary differential equations Subsubclass: Integro-ordinary differential equations
45J99,"Class: Integral equations Subclass: Integro-ordinary differential equations Subsubclass: None of the above, but in this section"
45Kxx,Class: Integral equations Subclass: Integro-partial differential equations
45K05,Class: Integral equations Subclass: Integro-partial differential equations Subsubclass: Integro-partial differential equations
45K99,"Class: Integral equations Subclass: Integro-partial differential equations Subsubclass: None of the above, but in this section"
45Lxx,Class: Integral equations Subclass: Theoretical approximation of solutions to integral equations
45L05,Class: Integral equations Subclass: Theoretical approximation of solutions to integral equations Subsubclass: Theoretical approximation of solutions to integral equations
45L99,"Class: Integral equations Subclass: Theoretical approximation of solutions to integral equations Subsubclass: None of the above, but in this section"
45Mxx,Class: Integral equations Subclass: Qualitative behavior of solutions to integral equations
45M05,Class: Integral equations Subclass: Qualitative behavior of solutions to integral equations Subsubclass: Asymptotics of solutions to integral equations
45M10,Class: Integral equations Subclass: Qualitative behavior of solutions to integral equations Subsubclass: Stability theory for integral equations
45M15,Class: Integral equations Subclass: Qualitative behavior of solutions to integral equations Subsubclass: Periodic solutions of integral equations
45M20,Class: Integral equations Subclass: Qualitative behavior of solutions to integral equations Subsubclass: Positive solutions of integral equations
45M99,"Class: Integral equations Subclass: Qualitative behavior of solutions to integral equations Subsubclass: None of the above, but in this section"
45Nxx,"Class: Integral equations Subclass: Abstract integral equations, integral equations in abstract spaces"
45N05,"Class: Integral equations Subclass: Abstract integral equations, integral equations in abstract spaces Subsubclass: Abstract integral equations, integral equations in abstract spaces"
45N99,"Class: Integral equations Subclass: Abstract integral equations, integral equations in abstract spaces Subsubclass: None of the above, but in this section"
45Pxx,Class: Integral equations Subclass: Integral operators
45P05,Class: Integral equations Subclass: Integral operators Subsubclass: Integral operators
45P99,"Class: Integral equations Subclass: Integral operators Subsubclass: None of the above, but in this section"
45Qxx,Class: Integral equations Subclass: Inverse problems for integral equations
45Q05,Class: Integral equations Subclass: Inverse problems for integral equations Subsubclass: Inverse problems for integral equations
45Q99,"Class: Integral equations Subclass: Inverse problems for integral equations Subsubclass: None of the above, but in this section"
45Rxx,Class: Integral equations Subclass: Random integral equations
45R05,Class: Integral equations Subclass: Random integral equations Subsubclass: Random integral equations
45R99,"Class: Integral equations Subclass: Random integral equations Subsubclass: None of the above, but in this section"
46-XX,Class: Functional analysis
46-00,"Class: Functional analysis Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to functional analysis"
46-01,"Class: Functional analysis Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to functional analysis"
46-02,"Class: Functional analysis Subclass: Research exposition (monographs, survey articles) pertaining to functional analysis"
46-03,Class: Functional analysis Subclass: History of functional analysis
46-04,"Class: Functional analysis Subclass: Software, source code, etc. for problems pertaining to functional analysis"
46-06,"Class: Functional analysis Subclass: Proceedings, conferences, collections, etc. pertaining to functional analysis"
46-08,Class: Functional analysis Subclass: Computational methods for problems pertaining to functional analysis
46-11,Class: Functional analysis Subclass: Research data for problems pertaining to functional analysis
46Axx,Class: Functional analysis Subclass: Topological linear spaces and related structures
46A03,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: General theory of locally convex spaces
46A04,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Locally convex Frechet spaces and (DF)-spaces
46A08,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Barrelled spaces, bornological spaces"
46A11,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Spaces determined by compactness or summability properties (nuclear spaces, Schwartz spaces, Montel spaces, etc.)"
46A13,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Spaces defined by inductive or projective limits (LB, LF, etc.)"
46A16,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Not locally convex spaces (metrizable topological linear spaces, locally bounded spaces, quasi-Banach spaces, etc.)"
46A17,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Bornologies and related structures; Mackey convergence, etc."
46A19,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Other “topological” linear spaces (convergence spaces, ranked spaces, spaces with a metric taking values in an ordered structure more general than R, etc.)"
46A20,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Duality theory for topological vector spaces
46A22,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Theorems of Hahn-Banach type; extension and lifting of functionals and operators
46A25,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Reflexivity and semi-reflexivity
46A30,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Open mapping and closed graph theorems; completeness (including B-, Br-completeness)"
46A32,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Spaces of linear operators; topological tensor products; approximation properties
46A35,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Summability and bases in topological vector spaces
46A40,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Ordered topological linear spaces, vector lattices"
46A45,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Sequence spaces (including K¨othe sequence spaces)
46A50,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Compactness in topological linear spaces; angelic spaces, etc."
46A55,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Convex sets in topological linear spaces; Choquet theory
46A61,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Graded Frechet spaces and tame operators
46A63,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Topological invariants ((DN), (Ω), etc.) for locally convex spaces"
46A70,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Saks spaces and their duals (strict topologies, mixed topologies, two-norm spaces, co-Saks spaces, etc.)"
46A80,Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: Modular spaces
46A99,"Class: Functional analysis Subclass: Topological linear spaces and related structures Subsubclass: None of the above, but in this section"
46Bxx,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices
46B03,Class: Functional analysis Subclass: Normed linear spaces and Banach spaces; Banach lattices Subsubclass: Isomorphic theory (including renorming) of Banach spaces
