code,full_text
05C07,Class: Combinatorics Subclass: Graph theory Subsubclass: Vertex degrees
05C09,"Class: Combinatorics Subclass: Graph theory Subsubclass: Graphical indices (Wiener index, Zagreb index, Randic index, etc.)"
05C10,Class: Combinatorics Subclass: Graph theory Subsubclass: Planar graphs; geometric and topological aspects of graph theory
05C12,Class: Combinatorics Subclass: Graph theory Subsubclass: Distance in graphs
05C15,Class: Combinatorics Subclass: Graph theory Subsubclass: Coloring of graphs and hypergraphs
05C17,Class: Combinatorics Subclass: Graph theory Subsubclass: Perfect graphs
05C20,"Class: Combinatorics Subclass: Graph theory Subsubclass: Directed graphs (digraphs), tournaments"
05C21,Class: Combinatorics Subclass: Graph theory Subsubclass: Flows in graphs
05C22,Class: Combinatorics Subclass: Graph theory Subsubclass: Signed and weighted graphs
05C25,"Class: Combinatorics Subclass: Graph theory Subsubclass: Graphs and abstract algebra (groups, rings, fields, etc.)"
05C30,Class: Combinatorics Subclass: Graph theory Subsubclass: Enumeration in graph theory
05C31,Class: Combinatorics Subclass: Graph theory Subsubclass: Graph polynomials
05C35,Class: Combinatorics Subclass: Graph theory Subsubclass: Extremal problems in graph theory
05C38,Class: Combinatorics Subclass: Graph theory Subsubclass: Paths and cycles
05C40,Class: Combinatorics Subclass: Graph theory Subsubclass: Connectivity
05C42,"Class: Combinatorics Subclass: Graph theory Subsubclass: Density (toughness, etc.)"
05C45,Class: Combinatorics Subclass: Graph theory Subsubclass: Eulerian and Hamiltonian graphs
05C48,Class: Combinatorics Subclass: Graph theory Subsubclass: Expander graphs
05C50,"Class: Combinatorics Subclass: Graph theory Subsubclass: Graphs and linear algebra (matrices, eigenvalues, etc.)"
05C51,Class: Combinatorics Subclass: Graph theory Subsubclass: Graph designs and isomorphic decomposition
05C55,Class: Combinatorics Subclass: Graph theory Subsubclass: Generalized Ramsey theory
05C57,Class: Combinatorics Subclass: Graph theory Subsubclass: Games on graphs (graph-theoretic aspects)
05C60,"Class: Combinatorics Subclass: Graph theory Subsubclass: Isomorphism problems in graph theory (reconstruction conjecture, etc.) and homomorphisms (subgraph embedding, etc.)"
05C62,"Class: Combinatorics Subclass: Graph theory Subsubclass: Graph representations (geometric and intersection representations, etc.)"
05C63,Class: Combinatorics Subclass: Graph theory Subsubclass: Infinite graphs
05C65,Class: Combinatorics Subclass: Graph theory Subsubclass: Hypergraphs
05C69,"Class: Combinatorics Subclass: Graph theory Subsubclass: Vertex subsets with special properties (dominating sets, independent sets, cliques, etc.)"
05C70,"Class: Combinatorics Subclass: Graph theory Subsubclass: Edge subsets with special properties (factorization, matching, partitioning, covering and packing, etc.)"
05C72,"Class: Combinatorics Subclass: Graph theory Subsubclass: Fractional graph theory, fuzzy graph theory"
05C75,Class: Combinatorics Subclass: Graph theory Subsubclass: Structural characterization of families of graphs
05C76,"Class: Combinatorics Subclass: Graph theory Subsubclass: Graph operations (line graphs, products, etc.)"
05C78,"Class: Combinatorics Subclass: Graph theory Subsubclass: Graph labelling (graceful graphs, bandwidth, etc.)"
05C80,Class: Combinatorics Subclass: Graph theory Subsubclass: Random graphs (graph-theoretic aspects)
05C81,Class: Combinatorics Subclass: Graph theory Subsubclass: Random walks on graphs
05C82,"Class: Combinatorics Subclass: Graph theory Subsubclass: Small world graphs, complex networks (graph-theoretic aspects)"
05C83,Class: Combinatorics Subclass: Graph theory Subsubclass: Graph minors
05C85,Class: Combinatorics Subclass: Graph theory Subsubclass: Graph algorithms (graph-theoretic aspects)
05C90,Class: Combinatorics Subclass: Graph theory Subsubclass: Applications of graph theory
05C92,Class: Combinatorics Subclass: Graph theory Subsubclass: Chemical graph theory
05C99,"Class: Combinatorics Subclass: Graph theory Subsubclass: None of the above, but in this section"
05Dxx,Class: Combinatorics Subclass: Extremal combinatorics
05D05,Class: Combinatorics Subclass: Extremal combinatorics Subsubclass: Extremal set theory
05D10,Class: Combinatorics Subclass: Extremal combinatorics Subsubclass: Ramsey theory
05D15,Class: Combinatorics Subclass: Extremal combinatorics Subsubclass: Transversal (matching) theory
05D40,"Class: Combinatorics Subclass: Extremal combinatorics Subsubclass: Probabilistic methods in extremal combinatorics, including polynomial methods (combinatorial Nullstellen-satz, etc.)"
05D99,"Class: Combinatorics Subclass: Extremal combinatorics Subsubclass: None of the above, but in this section"
05Exx,Class: Combinatorics Subclass: Algebraic combinatorics
05E05,Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Symmetric functions and generalizations
05E10,Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Combinatorial aspects of representation theory
05E14,Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Combinatorial aspects of algebraic geometry
05E16,Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Combinatorial aspects of groups and algebras
05E18,Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Group actions on combinatorial structures
05E30,"Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Association schemes, strongly regular graphs"
05E40,Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Combinatorial aspects of commutative algebra
05E45,Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: Combinatorial aspects of simplicial complexes
05E99,"Class: Combinatorics Subclass: Algebraic combinatorics Subsubclass: None of the above, but in this section"
06-XX,"Class: Order, lattices, ordered algebraic structures"
06-00,"Class: Order, lattices, ordered algebraic structures Subclass: General reference works (handbooks, dictionaries, bibliographies, etc.) pertaining to ordered structures"
06-01,"Class: Order, lattices, ordered algebraic structures Subclass: Introductory exposition (textbooks, tutorial papers, etc.) pertaining to ordered structures"
06-02,"Class: Order, lattices, ordered algebraic structures Subclass: Research exposition (monographs, survey articles) pertaining to ordered structures"
06-03,"Class: Order, lattices, ordered algebraic structures Subclass: History of ordered structures"
06-04,"Class: Order, lattices, ordered algebraic structures Subclass: Software, source code, etc. for problems pertaining to ordered structures"
06-06,"Class: Order, lattices, ordered algebraic structures Subclass: Proceedings, conferences, collections, etc. pertaining to ordered structures"
06-08,"Class: Order, lattices, ordered algebraic structures Subclass: Computational methods for problems pertaining to ordered structures"
06-11,"Class: Order, lattices, ordered algebraic structures Subclass: Research data for problems pertaining to ordered structures"
06Axx,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets"
06A05,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: Total orders"
06A06,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: Partial orders, general"
06A07,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: Combinatorics of partially ordered sets"
06A11,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: Algebraic aspects of posets"
06A12,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: Semilattices"
06A15,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: Galois correspondences, closure operators (in relation to ordered sets)"
06A75,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: Generalizations of ordered sets"
06A99,"Class: Order, lattices, ordered algebraic structures Subclass: Ordered sets Subsubclass: None of the above, but in this section"
